iname,fusion,adq2,blk
dev_0512.jpg ,0.9263, 0.0000, 0.9263
dev_0513.tif ,0.3053, 0.0000, 0.3053
dev_0514.jpg ,0.3650, 0.4211, 0.3283
dev_0515.tif ,0.3223, 0.0000, 0.3223
dev_0516.jpg ,0.2651, 0.9819, 0.0010
dev_0517.tif ,0.5808, 0.0000, 0.5808
dev_0518.tif ,0.3237, 0.0000, 0.0058
dev_0519.tif ,0.3071, 0.0000, 0.3071
dev_0520.tif ,0.8005, 0.0000, 0.8005
dev_0521.tif ,0.6106, 0.0000, 0.6106
dev_0522.tif ,0.9897, 0.0000, 0.9897
dev_0523.jpg ,0.3848, 0.7063, 0.3865
dev_0524.jpg ,0.8459, 0.9950, 0.5583
dev_0525.tif ,0.0427, 0.0000, 0.0427
dev_0526.tif ,0.5059, 0.0000, 0.5059
dev_0527.jpg ,0.9583, 0.9821, 0.9606
dev_0528.jpg ,0.9397, 0.9902, 0.9328
dev_0529.tif ,0.3787, 0.0000, 0.3787
dev_0530.tif ,0.0198, 0.0000, 0.0000
dev_0531.tif ,0.0000, 0.0000, 0.0000
dev_0532.jpg ,0.2867, 0.0000, 0.2867
dev_0533.tif ,0.6341, 0.0000, 0.6341
dev_0534.jpg ,0.2413, 0.9793, 0.0518
dev_0535.tif ,0.2312, 0.0000, 0.0212
dev_0536.tif ,0.3516, 0.0000, 0.3516
dev_0537.tif ,0.4468, 0.0000, 0.4468
dev_0538.tif ,0.9588, 0.0000, 0.9588
dev_0539.jpg ,0.6562, 0.9493, 0.6391
dev_0540.tif ,0.9881, 0.0000, 0.9881
dev_0541.tif ,0.7729, 0.0000, 0.7729
dev_0542.tif ,0.9078, 0.0000, 0.9078
dev_0543.tif ,0.3755, 0.0000, 0.3755
dev_0544.tif ,0.0003, 0.0000, 0.0003
dev_0545.tif ,0.6381, 0.0000, 0.6381
dev_0546.tif ,0.2084, 0.0000, 0.0000
dev_0547.tif ,0.5627, 0.0000, 0.5627
dev_0548.tif ,0.0021, 0.0000, 0.0021
dev_0549.tif ,0.9781, 0.0000, 0.9781
dev_0550.tif ,0.5195, 0.0000, 0.3257
dev_0551.tif ,0.8578, 0.0000, 0.8578
dev_0552.tif ,0.2121, 0.0000, 0.0502
dev_0553.jpg ,0.4545, 0.9434, 0.4398
dev_0554.jpg ,0.9422, 0.9888, 0.9343
dev_0555.tif ,0.9436, 0.0000, 0.9436
dev_0556.tif ,0.8474, 0.0000, 0.8474
dev_0557.tif ,0.2720, 0.0000, 0.2720
dev_0558.tif ,0.6842, 0.0000, 0.6842
dev_0559.jpg ,0.9533, 0.9544, 0.9780
dev_0560.jpg ,0.6523, 0.9851, 0.6462
dev_0561.tif ,0.7529, 0.0000, 0.7529
dev_0562.tif ,0.1082, 0.0000, 0.1082
dev_0563.tif ,0.9472, 0.0000, 0.9472
dev_0564.tif ,0.6957, 0.0000, 0.6957
dev_0565.tif ,0.3755, 0.0000, 0.3755
dev_0566.tif ,0.4034, 0.0000, 0.4034
dev_0567.tif ,0.8466, 0.0000, 0.8466
dev_0568.jpg ,0.2737, 0.9851, 0.2737
dev_0569.jpg ,0.2508, 0.9922, 0.3742
dev_0570.jpg ,0.8304, 0.9444, 0.8179
dev_0571.jpg ,0.8253, 0.8442, 0.9398
dev_0572.tif ,0.6262, 0.0000, 0.6262
dev_0573.tif ,0.9855, 0.0000, 0.9855
dev_0574.jpg ,0.0557, 0.0000, 0.0557
dev_0575.jpg ,0.3870, 0.9895, 0.3769
dev_0576.jpg ,0.2890, 0.0000, 0.2890
dev_0577.jpg ,0.1997, 0.8346, 0.0559
dev_0578.tif ,0.5333, 0.0000, 0.5333
dev_0579.jpg ,0.8037, 0.9447, 0.6122
dev_0580.tif ,0.0687, 0.0000, 0.0687
dev_0581.jpg ,0.9225, 0.9264, 0.9625
dev_0582.tif ,0.1245, 0.0000, 0.1245
dev_0583.tif ,0.8474, 0.0000, 0.8474
dev_0584.tif ,0.8992, 0.0000, 0.8992
dev_0585.jpg ,0.4470, 0.9912, 0.3861
dev_0586.jpg ,0.5602, 0.9160, 0.5569
dev_0587.tif ,0.0068, 0.0000, 0.0068
dev_0588.jpg ,0.5063, 0.9200, 0.0000
dev_0589.jpg ,0.4308, 0.0000, 0.4308
dev_0590.tif ,0.9878, 0.0000, 0.9878
dev_0591.tif ,0.9751, 0.0000, 0.9751
dev_0592.jpg ,0.6667, 0.9622, 0.6601
dev_0593.tif ,0.5531, 0.0000, 0.0000
dev_0594.tif ,0.7134, 0.0000, 0.7134
dev_0595.tif ,0.9669, 0.0000, 0.9669
dev_0596.tif ,0.8869, 0.0000, 0.8869
dev_0597.tif ,0.0006, 0.0000, 0.0006
dev_0598.tif ,0.7459, 0.0000, 0.7459
dev_0599.tif ,0.0842, 0.0000, 0.0842
dev_0600.jpg ,0.2878, 0.9900, 0.0039
dev_0601.tif ,0.6113, 0.0000, 0.6113
dev_0602.tif ,0.0071, 0.0000, 0.0000
dev_0603.tif ,0.6577, 0.0000, 0.6577
dev_0604.tif ,0.4360, 0.0000, 0.4360
dev_0605.jpg ,0.9892, 0.9906, 0.9921
dev_0606.jpg ,0.7729, 0.9715, 0.7277
dev_0607.jpg ,0.9490, 0.0000, 0.9490
dev_0608.jpg ,0.9683, 0.9859, 0.9530
dev_0609.jpg ,0.4467, 0.8417, 0.3823
dev_0610.tif ,0.1404, 0.0000, 0.1404
dev_0611.jpg ,0.3394, 0.9737, 0.0008
dev_0612.tif ,0.6867, 0.0000, 0.6867
dev_0613.tif ,0.5838, 0.0000, 0.5838
dev_0614.jpg ,0.8772, 0.9308, 0.5262
dev_0615.tif ,0.0000, 0.0000, 0.0000
dev_0616.tif ,0.9087, 0.0000, 0.9087
dev_0617.jpg ,0.9844, 0.0000, 0.9844
dev_0618.tif ,0.4820, 0.0000, 0.4820
dev_0619.jpg ,0.2966, 0.9788, 0.0000
dev_0620.tif ,0.8981, 0.0000, 0.8981
dev_0621.tif ,0.7039, 0.0000, 0.7039
dev_0622.tif ,0.8268, 0.0000, 0.8268
dev_0623.tif ,0.2006, 0.0000, 0.2006
dev_0624.jpg ,0.5457, 0.0000, 0.5457
dev_0625.jpg ,0.0829, 0.1930, 0.0069
dev_0626.tif ,0.9618, 0.0000, 0.9618
dev_0627.tif ,0.1504, 0.0000, 0.1504
dev_0628.jpg ,0.7534, 0.1697, 0.7328
dev_0629.tif ,0.8087, 0.0000, 0.8087
dev_0630.jpg ,0.0580, 0.0000, 0.0580
dev_0631.jpg ,0.9439, 0.9470, 0.9812
dev_0632.tif ,0.3825, 0.0000, 0.3825
dev_0633.tif ,0.1333, 0.0000, 0.1333
dev_0634.tif ,0.1357, 0.0000, 0.1357
dev_0635.tif ,0.9505, 0.0000, 0.9505
dev_0636.tif ,0.0966, 0.0000, 0.0966
dev_0637.jpg ,0.9314, 0.8541, 0.9335
dev_0638.tif ,0.0010, 0.0000, 0.0010
dev_0639.tif ,0.3525, 0.0000, 0.3525
dev_0640.tif ,0.4250, 0.0000, 0.0000
dev_0641.tif ,0.6992, 0.0000, 0.6992
dev_0642.tif ,0.7750, 0.0000, 0.7750
dev_0643.tif ,0.3281, 0.0000, 0.3281
dev_0644.tif ,0.5537, 0.0000, 0.5537
dev_0645.jpg ,0.7032, 0.9095, 0.4109
dev_0646.tif ,0.4911, 0.0000, 0.4911
dev_0647.tif ,0.8922, 0.0000, 0.8922
dev_0648.tif ,0.8922, 0.0000, 0.8922
dev_0649.tif ,0.9801, 0.0000, 0.9801
dev_0650.tif ,0.2731, 0.0000, 0.0000
dev_0651.jpg ,0.8964, 0.4485, 0.8653
dev_0652.jpg ,0.7671, 0.9760, 0.7684
dev_0653.jpg ,0.9266, 0.9731, 0.9248
dev_0654.tif ,0.9664, 0.0000, 0.9664
dev_0655.jpg ,0.4819, 0.9813, 0.4670
dev_0656.tif ,0.9482, 0.0000, 0.9482
dev_0657.tif ,0.9401, 0.0000, 0.9401
dev_0658.jpg ,0.8225, 0.3549, 0.8067
dev_0659.tif ,0.8340, 0.0000, 0.8340
dev_0660.jpg ,0.7804, 0.9499, 0.7802
dev_0661.tif ,0.8015, 0.0000, 0.8015
dev_0662.jpg ,0.2065, 0.9491, 0.3429
dev_0663.tif ,0.7320, 0.0000, 0.7320
dev_0664.tif ,0.9697, 0.0000, 0.9697
dev_0665.jpg ,0.5045, 0.0000, 0.5045
dev_0666.jpg ,0.9843, 0.9854, 0.9861
dev_0667.tif ,0.7734, 0.0000, 0.7734
dev_0668.jpg ,0.9530, 0.8174, 0.9660
dev_0669.tif ,0.9707, 0.0000, 0.9707
dev_0670.jpg ,0.0048, 0.0000, 0.0048
dev_0671.jpg ,0.8764, 0.0000, 0.8764
dev_0672.tif ,0.8507, 0.0000, 0.8507
dev_0673.tif ,0.3097, 0.0000, 0.0750
dev_0674.tif ,0.8512, 0.0000, 0.8512
dev_0675.tif ,0.8662, 0.0000, 0.8662
dev_0676.tif ,0.9285, 0.0000, 0.9285
dev_0677.tif ,0.9647, 0.0000, 0.9647
dev_0678.tif ,0.5022, 0.0000, 0.5022
dev_0679.tif ,0.2895, 0.0000, 0.2895
dev_0680.tif ,0.8369, 0.0000, 0.8369
dev_0681.tif ,0.2927, 0.0000, 0.2927
dev_0682.tif ,0.5449, 0.0000, 0.0129
dev_0683.jpg ,0.3479, 0.9841, 0.0005
dev_0684.jpg ,0.4993, 0.0000, 0.4993
dev_0685.jpg ,0.3702, 0.9811, 0.3701
dev_0686.jpg ,0.9941, 0.9941, 0.5133
dev_0687.tif ,0.7274, 0.0000, 0.7274
dev_0688.jpg ,0.3574, 0.9616, 0.0722
dev_0689.tif ,0.5355, 0.0000, 0.5355
dev_0690.jpg ,0.2421, 0.0000, 0.2421
dev_0691.tif ,0.0862, 0.0000, 0.0862
dev_0692.tif ,0.4998, 0.0000, 0.0129
dev_0693.tif ,0.8704, 0.0000, 0.8704
dev_0694.jpg ,0.0000, 0.0000, 0.0000
dev_0695.tif ,0.0000, 0.0000, 0.0000
dev_0696.tif ,0.8348, 0.0000, 0.8348
dev_0697.jpg ,0.9663, 0.0009, 0.9667
dev_0698.tif ,0.8172, 0.0000, 0.8172
dev_0699.tif ,0.5641, 0.0000, 0.5641
dev_0700.tif ,0.5740, 0.0000, 0.2659
dev_0701.tif ,0.3473, 0.0000, 0.3473
dev_0702.tif ,0.9792, 0.0000, 0.9792
dev_0703.tif ,0.8988, 0.0000, 0.8988
dev_0704.jpg ,0.1745, 0.9765, 0.0001
dev_0705.tif ,0.0000, 0.0000, 0.0000
dev_0706.tif ,0.1564, 0.0000, 0.1564
dev_0707.tif ,0.1191, 0.0000, 0.1191
dev_0708.jpg ,0.8363, 0.8309, 0.0958
dev_0709.jpg ,0.1962, 0.0000, 0.1962
dev_0710.jpg ,0.0000, 0.0000, 0.0000
dev_0711.jpg ,0.6004, 0.0000, 0.6004
dev_0712.tif ,0.0000, 0.0000, 0.0000
dev_0713.jpg ,0.7018, 0.9361, 0.6741
dev_0714.jpg ,0.1911, 0.0000, 0.0000
dev_0715.tif ,0.1872, 0.0000, 0.1872
dev_0716.jpg ,0.1461, 0.5645, 0.0495
dev_0717.tif ,0.6321, 0.0000, 0.6321
dev_0718.tif ,0.6604, 0.0000, 0.6604
dev_0719.jpg ,0.3859, 0.2343, 0.3845
dev_0720.tif ,0.4011, 0.0000, 0.4011
dev_0721.tif ,0.7093, 0.0000, 0.7093
dev_0722.tif ,0.1781, 0.0000, 0.1781
dev_0723.tif ,0.2761, 0.0000, 0.2761
dev_0724.jpg ,0.4073, 0.7431, 0.4032
dev_0725.tif ,0.8823, 0.0000, 0.8823
dev_0726.tif ,0.0220, 0.0000, 0.0220
dev_0727.jpg ,0.9917, 0.9904, 0.9904
dev_0728.tif ,0.0186, 0.0000, 0.0186
dev_0729.tif ,0.0755, 0.0000, 0.0000
dev_0730.tif ,0.6020, 0.0000, 0.6020
dev_0731.jpg ,0.0575, 0.0000, 0.0575
dev_0732.tif ,0.0001, 0.0000, 0.0001
dev_0733.jpg ,0.7383, 0.3787, 0.7407
dev_0734.tif ,0.8236, 0.0000, 0.8236
dev_0735.tif ,0.5671, 0.0000, 0.5671
dev_0736.tif ,0.4145, 0.0000, 0.4145
dev_0737.tif ,0.0465, 0.0000, 0.0465
dev_0738.tif ,0.9788, 0.0000, 0.9788
dev_0739.tif ,0.0000, 0.0000, 0.0000
dev_0740.tif ,0.9800, 0.0000, 0.9800
dev_0741.jpg ,0.7573, 0.0000, 0.7573
dev_0742.jpg ,0.3320, 0.9670, 0.3265
dev_0743.jpg ,0.7490, 0.9089, 0.7047
dev_0744.tif ,0.9480, 0.0000, 0.9480
dev_0745.tif ,0.7315, 0.0000, 0.7315
dev_0746.jpg ,0.6721, 0.9157, 0.4409
dev_0747.tif ,0.9862, 0.0000, 0.9862
dev_0748.tif ,0.9680, 0.0000, 0.9680
dev_0749.tif ,0.1248, 0.0000, 0.0412
dev_0750.tif ,0.5408, 0.0000, 0.5408
dev_0751.jpg ,0.8527, 0.9609, 0.0000
dev_0752.tif ,0.7616, 0.0000, 0.7616
dev_0753.jpg ,0.6596, 0.0712, 0.6468
dev_0754.jpg ,0.9454, 0.9744, 0.9527
dev_0755.tif ,0.1088, 0.0000, 0.1088
dev_0756.tif ,0.9857, 0.0000, 0.9857
dev_0757.jpg ,0.2273, 0.0002, 0.2272
dev_0758.jpg ,0.9851, 0.9849, 0.9847
dev_0759.jpg ,0.1563, 0.0000, 0.1563
dev_0760.jpg ,0.9393, 0.9733, 0.9520
dev_0761.jpg ,0.5778, 0.9855, 0.5741
dev_0762.tif ,0.6005, 0.0000, 0.6005
dev_0763.tif ,0.4810, 0.0000, 0.4810
dev_0764.tif ,0.6691, 0.0000, 0.6691
dev_0765.tif ,0.1391, 0.0000, 0.0293
dev_0766.tif ,0.8449, 0.0000, 0.8449
dev_0767.jpg ,0.4402, 0.9747, 0.4382
dev_0768.tif ,0.3934, 0.0000, 0.0047
dev_0769.jpg ,0.3409, 0.0000, 0.3410
dev_0770.jpg ,0.0961, 0.9539, 0.0000
dev_0771.tif ,0.6668, 0.0000, 0.6668
dev_0772.tif ,0.5021, 0.0000, 0.5021
dev_0773.tif ,0.3723, 0.0000, 0.3723
dev_0774.jpg ,0.9369, 0.9537, 0.8429
dev_0775.tif ,0.8838, 0.0000, 0.8838
dev_0776.jpg ,0.8628, 0.9604, 0.5502
dev_0777.jpg ,0.0481, 0.0481, 0.0000
dev_0778.tif ,0.0330, 0.0000, 0.0000
dev_0779.jpg ,0.8374, 0.9801, 0.8233
dev_0780.tif ,0.9889, 0.0000, 0.9889
dev_0781.jpg ,0.2499, 0.9356, 0.0054
dev_0782.tif ,0.9901, 0.0000, 0.9901
dev_0783.jpg ,0.4059, 0.9561, 0.0090
dev_0784.tif ,0.3281, 0.0000, 0.0411
dev_0785.tif ,0.6380, 0.0000, 0.6380
dev_0786.tif ,0.7367, 0.0000, 0.7367
dev_0787.jpg ,0.6569, 0.6995, 0.6511
dev_0788.jpg ,0.5284, 0.8005, 0.3586
dev_0789.tif ,0.5752, 0.0000, 0.5752
dev_0790.jpg ,0.0838, 0.0000, 0.0838
dev_0791.jpg ,0.0819, 0.0008, 0.0819
dev_0792.tif ,0.2184, 0.0000, 0.2184
dev_0793.jpg ,0.8556, 0.7641, 0.6763
dev_0794.tif ,0.5206, 0.0000, 0.5206
dev_0795.tif ,0.8907, 0.0000, 0.8907
dev_0796.tif ,0.3661, 0.0000, 0.3661
dev_0797.jpg ,0.5399, 0.9519, 0.4673
dev_0798.jpg ,0.5498, 0.0000, 0.5498
dev_0799.jpg ,0.9811, 0.9860, 0.9816
dev_0800.tif ,0.7973, 0.0000, 0.7973
